sku,title,signal_url,product_url,family,product_type,pack_count,pack_class,price,unit_price,unit_price_band,inventory,weight,weight_unit,unit_weight,unit_weight_band,length,width,height,cube_inches,unit_cube_inches,status,merchant_status,merchant_availability
HD242020DW,"24x20x20 ECT-48 Double Wall Corrugated Boxes - Heavy-Duty Shipping, Bundle of 10",https://packrift.github.io/products/hd242020dw-24x20x20-ect-48-double-wall-corrugated-boxes-heavy-duty-shipping-bundle-of-10/,https://packrift.com/products/24x20x20-ect-48-double-wall-corrugated-boxes-heavy-duty-shipping-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",63.08,6.308,$5+ per unit,500,44.6,lb,4.46,1 to 5 lb per unit,24,20,20,9600,960,catalog approved,active listing,in stock
HD242418DW,"24x24x18 ECT-48 Double Wall Corrugated Boxes - Heavy-Duty Shipping, Bundle of 10",https://packrift.github.io/products/hd242418dw-24x24x18-ect-48-double-wall-corrugated-boxes-heavy-duty-shipping-bundle-of-10/,https://packrift.com/products/24x24x18-ect-48-double-wall-corrugated-boxes-heavy-duty-shipping-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",83.93,8.393,$5+ per unit,400,51.12,lb,5.112,5+ lb per unit,24,24,18,10368,1036.8,catalog approved,active listing,in stock
HD24618FOL,24x6x18 ECT-44 Kraft Side Loading Boxes - Bundle of 10,https://packrift.github.io/products/hd24618fol-24x6x18-ect-44-kraft-side-loading-boxes-bundle-of-10/,https://packrift.com/products/24x6x18-ect-44-kraft-side-loading-boxes-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",50.77,5.077,$5+ per unit,200,18.3,lb,1.83,1 to 5 lb per unit,24,6,18,2592,259.2,catalog approved,active listing,in stock
HD262020DW,"26x20x20 ECT-48 Double Wall Corrugated Boxes - Heavy Duty Kraft, Bundle of 10",https://packrift.github.io/products/hd262020dw-26x20x20-ect-48-double-wall-corrugated-boxes-heavy-duty-kraft-bundle-of-10/,https://packrift.com/products/26x20x20-ect-48-double-wall-corrugated-boxes-heavy-duty-kraft-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",64.67,6.467,$5+ per unit,500,43.02,lb,4.302,1 to 5 lb per unit,26,20,20,10400,1040,catalog approved,active listing,in stock
HD281818DW,"28x18x18 ECT-48 Double Wall Kraft Boxes - Heavy-Duty Shipping, Bundle of 10",https://packrift.github.io/products/hd281818dw-28x18x18-ect-48-double-wall-kraft-boxes-heavy-duty-shipping-bundle-of-10/,https://packrift.com/products/28x18x18-ect-48-double-wall-kraft-boxes-heavy-duty-shipping-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",92.79,9.279,$5+ per unit,300,35.84,lb,3.584,1 to 5 lb per unit,28,18,18,9072,907.2,catalog approved,active listing,in stock
HD301515DW,"30x15x15 ECT-48 Double Wall Corrugated Boxes - Heavy Duty Shipping, Bundle of 10",https://packrift.github.io/products/hd301515dw-30x15x15-ect-48-double-wall-corrugated-boxes-heavy-duty-shipping-bundle-of-10/,https://packrift.com/products/30x15x15-ect-48-double-wall-corrugated-boxes-heavy-duty-shipping-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",83.3,8.33,$5+ per unit,400,32.44,lb,3.244,1 to 5 lb per unit,30,15,15,6750,675,catalog approved,active listing,in stock
HD301818DW,"30x18x18 ECT-48 Double Wall Kraft Boxes - Heavy-Duty Shipping, Bundle of 10",https://packrift.github.io/products/hd301818dw-30x18x18-ect-48-double-wall-kraft-boxes-heavy-duty-shipping-bundle-of-10/,https://packrift.com/products/30x18x18-ect-48-double-wall-kraft-boxes-heavy-duty-shipping-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",105.3,10.53,$5+ per unit,100,39.62,lb,3.962,1 to 5 lb per unit,30,18,18,9720,972,catalog approved,active listing,in stock
HD302020DW,"30x20x20 ECT-48 Double Wall Corrugated Boxes - Heavy-Duty Shipping, Bundle of 10",https://packrift.github.io/products/hd302020dw-30x20x20-ect-48-double-wall-corrugated-boxes-heavy-duty-shipping-bundle-of-10/,https://packrift.com/products/30x20x20-ect-48-double-wall-corrugated-boxes-heavy-duty-shipping-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",82.86,8.286,$5+ per unit,500,47.2,lb,4.72,1 to 5 lb per unit,30,20,20,12000,1200,catalog approved,active listing,in stock
HD302412DW,"30x24x12 ECT-48 Double Wall Corrugated Boxes - Heavy-Duty Shipping, Bundle of 10",https://packrift.github.io/products/hd302412dw-30x24x12-ect-48-double-wall-corrugated-boxes-heavy-duty-shipping-bundle-of-10/,https://packrift.com/products/30x24x12-ect-48-double-wall-corrugated-boxes-heavy-duty-shipping-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",76.41,7.641,$5+ per unit,400,46.8,lb,4.68,1 to 5 lb per unit,30,24,12,8640,864,catalog approved,active listing,in stock
HD30624FOL,30x6x24 ECT-44 Kraft Side Loading Boxes - Bundle of 10,https://packrift.github.io/products/hd30624fol-30x6x24-ect-44-kraft-side-loading-boxes-bundle-of-10/,https://packrift.com/products/30x6x24-ect-44-kraft-side-loading-boxes-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",71.68,7.168,$5+ per unit,300,25.6,lb,2.56,1 to 5 lb per unit,30,6,24,4320,432,catalog approved,active listing,in stock
HD30630FOL,30x6x30 ECT-44 Kraft Side Loading Box - Flat Ship Bundle of 10,https://packrift.github.io/products/hd30630fol-30x6x30-ect-44-kraft-side-loading-box-flat-ship-bundle-of-10/,https://packrift.com/products/30x6x30-ect-44-kraft-side-loading-box-flat-ship-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",83.8,8.38,$5+ per unit,200,28.77,lb,2.877,1 to 5 lb per unit,30,6,30,5400,540,catalog approved,active listing,in stock
HD30640FOL,"30x6x40 ECT-44 Kraft Side Loading Boxes - Full Overlap Protection, Bundle of 10",https://packrift.github.io/products/hd30640fol-30x6x40-ect-44-kraft-side-loading-boxes-full-overlap-protection-bundle-of-10/,https://packrift.com/products/30x6x40-ect-44-kraft-side-loading-boxes-full-overlap-protection-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",103.52,10.352,$5+ per unit,400,35.6,lb,3.56,1 to 5 lb per unit,30,6,40,7200,720,catalog approved,active listing,in stock
HD361212DW,"36x12x12 ECT-48 Double Wall Corrugated Boxes - Heavy Duty Shipping, Bundle of 10",https://packrift.github.io/products/hd361212dw-36x12x12-ect-48-double-wall-corrugated-boxes-heavy-duty-shipping-bundle-of-10/,https://packrift.com/products/36x12x12-ect-48-double-wall-corrugated-boxes-heavy-duty-shipping-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",47.27,4.727,$1 to $5 per unit,500,29.6,lb,2.96,1 to 5 lb per unit,36,12,12,5184,518.4,catalog approved,active listing,in stock
HD361616DW,"36x16x16 ECT-48 Double Wall Kraft Boxes - Heavy-Duty Shipping, Bundle of 10",https://packrift.github.io/products/hd361616dw-36x16x16-ect-48-double-wall-kraft-boxes-heavy-duty-shipping-bundle-of-10/,https://packrift.com/products/36x16x16-ect-48-double-wall-kraft-boxes-heavy-duty-shipping-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",105.34,10.534,$5+ per unit,500,39.42,lb,3.942,1 to 5 lb per unit,36,16,16,9216,921.6,catalog approved,active listing,in stock
HD361812DW,36x18x12 ECT-48 Double Wall Kraft Boxes - Heavy-Duty Shipping (Bundle of 10),https://packrift.github.io/products/hd361812dw-36x18x12-ect-48-double-wall-kraft-boxes-heavy-duty-shipping-bundle-of-10/,https://packrift.com/products/36x18x12-ect-48-double-wall-kraft-boxes-heavy-duty-shipping-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",102.61,10.261,$5+ per unit,300,38.84,lb,3.884,1 to 5 lb per unit,36,18,12,7776,777.6,catalog approved,active listing,in stock
HD361818DW,"36x18x18 ECT-48 Double Wall Corrugated Boxes - Heavy Duty Shipping, Bundle of 10",https://packrift.github.io/products/hd361818dw-36x18x18-ect-48-double-wall-corrugated-boxes-heavy-duty-shipping-bundle-of-10/,https://packrift.com/products/36x18x18-ect-48-double-wall-corrugated-boxes-heavy-duty-shipping-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",125.83,12.583,$5+ per unit,400,46.22,lb,4.622,1 to 5 lb per unit,36,18,18,11664,1166.4,catalog approved,active listing,in stock
HD36248DW,"36x24x8 ECT-48 Double Wall Kraft Boxes - Heavy Duty Shipping Cartons, Bundle of 10",https://packrift.github.io/products/hd36248dw-36x24x8-ect-48-double-wall-kraft-boxes-heavy-duty-shipping-cartons-bundle-of-10/,https://packrift.com/products/36x24x8-ect-48-double-wall-kraft-boxes-heavy-duty-shipping-cartons-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",122.93,12.293,$5+ per unit,300,42.44,lb,4.244,1 to 5 lb per unit,36,24,8,6912,691.2,catalog approved,active listing,in stock
HD36636FOL,"36x6x36 ECT-44 Kraft Side Loading Box - Heavy-Duty Flaps, Bundle of 10",https://packrift.github.io/products/hd36636fol-36x6x36-ect-44-kraft-side-loading-box-heavy-duty-flaps-bundle-of-10/,https://packrift.com/products/36x6x36-ect-44-kraft-side-loading-box-heavy-duty-flaps-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",114.91,11.491,$5+ per unit,400,39.12,lb,3.912,1 to 5 lb per unit,36,6,36,7776,777.6,catalog approved,active listing,in stock
HD36830FOL,36x8x30 ECT-44 Kraft Side Loading Boxes - Bundle of 10,https://packrift.github.io/products/hd36830fol-36x8x30-ect-44-kraft-side-loading-boxes-bundle-of-10/,https://packrift.com/products/36x8x30-ect-44-kraft-side-loading-boxes-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",99.88,9.988,$5+ per unit,300,39.22,lb,3.922,1 to 5 lb per unit,36,8,30,8640,864,catalog approved,active listing,in stock
HD401212DW,"40x12x12 ECT-48 Double Wall Corrugated Boxes - Heavy Duty Shipping, Bundle of 10",https://packrift.github.io/products/hd401212dw-40x12x12-ect-48-double-wall-corrugated-boxes-heavy-duty-shipping-bundle-of-10/,https://packrift.com/products/40x12x12-ect-48-double-wall-corrugated-boxes-heavy-duty-shipping-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",88.65,8.865,$5+ per unit,200,29.74,lb,2.974,1 to 5 lb per unit,40,12,12,5760,576,catalog approved,active listing,in stock
HD40545FOL,40x5x45 ECT-44 Kraft Side Loading Boxes - Bundle of 10,https://packrift.github.io/products/hd40545fol-40x5x45-ect-44-kraft-side-loading-boxes-bundle-of-10/,https://packrift.com/products/40x5x45-ect-44-kraft-side-loading-boxes-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",143.87,14.387,$5+ per unit,200,48.6,lb,4.86,1 to 5 lb per unit,40,5,45,9000,900,catalog approved,active listing,in stock
HD44635FOL,44x6x35 ECT-44 Kraft Side Loading Boxes - Bundle of 10,https://packrift.github.io/products/hd44635fol-44x6x35-ect-44-kraft-side-loading-boxes-bundle-of-10/,https://packrift.com/products/44x6x35-ect-44-kraft-side-loading-boxes-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",118.56,11.856,$5+ per unit,400,45.04,lb,4.504,1 to 5 lb per unit,44,6,35,9240,924,catalog approved,active listing,in stock
HD481212DW,"48x12x12 ECT-48 Double Wall Kraft Boxes - Heavy-Duty Corrugated, Bundle of 10",https://packrift.github.io/products/hd481212dw-48x12x12-ect-48-double-wall-kraft-boxes-heavy-duty-corrugated-bundle-of-10/,https://packrift.com/products/48x12x12-ect-48-double-wall-kraft-boxes-heavy-duty-corrugated-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",98.11,9.811,$5+ per unit,500,35.6,lb,3.56,1 to 5 lb per unit,48,12,12,6912,691.2,catalog approved,active listing,in stock
HD481616DW,"48x16x16 ECT-48 Double Wall Kraft Boxes - Heavy-Duty Shipping Cartons, Bundle of 10",https://packrift.github.io/products/hd481616dw-48x16x16-ect-48-double-wall-kraft-boxes-heavy-duty-shipping-cartons-bundle-of-10/,https://packrift.com/products/48x16x16-ect-48-double-wall-kraft-boxes-heavy-duty-shipping-cartons-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",107.52,10.752,$5+ per unit,400,54.44,lb,5.444,5+ lb per unit,48,16,16,12288,1228.8,catalog approved,active listing,in stock
HD48824FOL,48x8x24 ECT-44 Kraft Side Loading Boxes - Bundle of 10,https://packrift.github.io/products/hd48824fol-48x8x24-ect-44-kraft-side-loading-boxes-bundle-of-10/,https://packrift.com/products/48x8x24-ect-44-kraft-side-loading-boxes-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",122.9,12.29,$5+ per unit,500,43.86,lb,4.386,1 to 5 lb per unit,48,8,24,9216,921.6,catalog approved,active listing,in stock
INL2418,24x18x18 Insulated Box Liners Aluminum Foil - Case of 10,https://packrift.github.io/products/inl2418-24x18x18-insulated-box-liners-aluminum-foil-case-of-10/,https://packrift.com/products/24x18x18-insulated-box-liners-aluminum-foil-case-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",163.76,16.376,$5+ per unit,100,9.44,lb,0.944,0.25 to 1 lb per unit,24,18,18,7776,777.6,catalog approved,active listing,in stock
INNERMIRROR,37x3.75x30.75 ECT-32 Kraft Inner Mirror Box - Bundle of 10,https://packrift.github.io/products/innermirror-37x3-75x30-75-ect-32-kraft-inner-mirror-box-bundle-of-10/,https://packrift.com/products/37x3-75x30-75-ect-32-kraft-inner-mirror-box-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",61.44,6.144,$5+ per unit,200,21.5,lb,2.15,1 to 5 lb per unit,37,3.75,30.75,4266.5625,426.65625,catalog approved,active listing,in stock
MD202020,"20x20x20"" Multi-Depth Corrugated Boxes ECT-32 Kraft - Bundle of 10",https://packrift.github.io/products/md202020-20x20x20-multi-depth-corrugated-boxes-ect-32-kraft-bundle-of-10/,https://packrift.com/products/20x20x20-multi-depth-corrugated-boxes-ect-32-kraft-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",38.24,3.824,$1 to $5 per unit,500,23.58,lb,2.358,1 to 5 lb per unit,20,20,20,8000,800,catalog approved,active listing,in stock
MD241331,24x13x31 Multi-Depth Corrugated Boxes ECT-32 Kraft - 10 Pack,https://packrift.github.io/products/md241331-24x13x31-multi-depth-corrugated-boxes-ect-32-kraft-10-pack/,https://packrift.com/products/24x13x31-multi-depth-corrugated-boxes-ect-32-kraft-10-pack,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",51.85,5.185,$5+ per unit,200,25.44,lb,2.544,1 to 5 lb per unit,24,13,31,9672,967.2,catalog approved,active listing,in stock
MD241812,24x18x12 Multi-Depth Corrugated Boxes ECT-32 Kraft | Bundle of 10,https://packrift.github.io/products/md241812-24x18x12-multi-depth-corrugated-boxes-ect-32-kraft-bundle-of-10/,https://packrift.com/products/24x18x12-multi-depth-corrugated-boxes-ect-32-kraft-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",28.22,2.822,$1 to $5 per unit,500,18.4,lb,1.84,1 to 5 lb per unit,24,18,12,5184,518.4,catalog approved,active listing,in stock
MD242412,"24x24x12 Multi-Depth ECT-32 Corrugated Boxes - Adjustable, Bundle of 10",https://packrift.github.io/products/md242412-24x24x12-multi-depth-ect-32-corrugated-boxes-adjustable-bundle-of-10/,https://packrift.com/products/24x24x12-multi-depth-ect-32-corrugated-boxes-adjustable-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",37.5,3.75,$1 to $5 per unit,500,26,lb,2.6,1 to 5 lb per unit,24,24,12,6912,691.2,catalog approved,active listing,in stock
MD261816,26x18x16 Multi-Depth Corrugated Boxes ECT-32 Kraft - Bundle of 10,https://packrift.github.io/products/md261816-26x18x16-multi-depth-corrugated-boxes-ect-32-kraft-bundle-of-10/,https://packrift.com/products/26x18x16-multi-depth-corrugated-boxes-ect-32-kraft-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",35.48,3.548,$1 to $5 per unit,500,25.96,lb,2.596,1 to 5 lb per unit,26,18,16,7488,748.8,catalog approved,active listing,in stock
MD282024,28x20x24 Multi-Depth ECT-32 Kraft Corrugated Boxes - 10 Pack,https://packrift.github.io/products/md282024-28x20x24-multi-depth-ect-32-kraft-corrugated-boxes-10-pack/,https://packrift.com/products/28x20x24-multi-depth-ect-32-kraft-corrugated-boxes-10-pack,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",75.52,7.552,$5+ per unit,400,31.62,lb,3.162,1 to 5 lb per unit,28,20,24,13440,1344,catalog approved,active listing,in stock
MDHD202020,20x20x20 ECT-44 Heavy-Duty Multi-Depth Corrugated Boxes - Bundle of 10,https://packrift.github.io/products/mdhd202020-20x20x20-ect-44-heavy-duty-multi-depth-corrugated-boxes-bundle-of-10/,https://packrift.com/products/20x20x20-ect-44-heavy-duty-multi-depth-corrugated-boxes-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",48.87,4.887,$1 to $5 per unit,500,30.74,lb,3.074,1 to 5 lb per unit,20,20,20,8000,800,catalog approved,active listing,in stock
MDHD262020,26x20x20 ECT-44 Heavy-Duty Multi-Depth Corrugated Boxes - Bundle of 10,https://packrift.github.io/products/mdhd262020-26x20x20-ect-44-heavy-duty-multi-depth-corrugated-boxes-bundle-of-10/,https://packrift.com/products/26x20x20-ect-44-heavy-duty-multi-depth-corrugated-boxes-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",57.73,5.773,$5+ per unit,500,35.2,lb,3.52,1 to 5 lb per unit,26,20,20,10400,1040,catalog approved,active listing,in stock
MDHD302020,30x20x20 ECT-44 Heavy-Duty Multi-Depth Corrugated Boxes - Bundle of 10,https://packrift.github.io/products/mdhd302020-30x20x20-ect-44-heavy-duty-multi-depth-corrugated-boxes-bundle-of-10/,https://packrift.com/products/30x20x20-ect-44-heavy-duty-multi-depth-corrugated-boxes-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",61.47,6.147,$5+ per unit,500,32.58,lb,3.258,1 to 5 lb per unit,30,20,20,12000,1200,catalog approved,active listing,in stock
MDHD302424,30x24x24 ECT-44 Heavy-Duty Multi-Depth Corrugated Boxes - Bundle of 10,https://packrift.github.io/products/mdhd302424-30x24x24-ect-44-heavy-duty-multi-depth-corrugated-boxes-bundle-of-10/,https://packrift.com/products/30x24x24-ect-44-heavy-duty-multi-depth-corrugated-boxes-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",94.47,9.447,$5+ per unit,500,49.4,lb,4.94,1 to 5 lb per unit,30,24,24,17280,1728,catalog approved,active listing,in stock
MDHD322424,32x24x24 ECT-44 Heavy-Duty Multi-Depth Corrugated Boxes - Bundle of 10,https://packrift.github.io/products/mdhd322424-32x24x24-ect-44-heavy-duty-multi-depth-corrugated-boxes-bundle-of-10/,https://packrift.com/products/32x24x24-ect-44-heavy-duty-multi-depth-corrugated-boxes-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",79.93,7.993,$5+ per unit,500,50.6,lb,5.06,5+ lb per unit,32,24,24,18432,1843.2,catalog approved,active listing,in stock
OUTERMIRROR,"37 5/16x4 1/16x31 ECT-32 Mirror Box - Fragile Glass Protection, Bundle of 10",https://packrift.github.io/products/outermirror-37-5-16x4-1-16x31-ect-32-mirror-box-fragile-glass-protection-bundle-of-10/,https://packrift.com/products/37-5-16x4-1-16x31-ect-32-mirror-box-fragile-glass-protection-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",71.31,7.131,$5+ per unit,200,21.02,lb,2.102,1 to 5 lb per unit,37.3125,4.0625,31,4699.042969,469.904297,catalog approved,active listing,in stock
PCS2436W,"24x36"" White Polypropylene Corrugated Sheets - Reusable Protective Pads (Bundle of 10)",https://packrift.github.io/products/pcs2436w-24x36-white-polypropylene-corrugated-sheets-reusable-protective-pads-bundle-of-10/,https://packrift.com/products/24x36-white-polypropylene-corrugated-sheets-reusable-protective-pads-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",66.96,6.696,$5+ per unit,300,12.4,lb,1.24,1 to 5 lb per unit,36,36,0.1875,243,24.3,catalog approved,active listing,in stock
T161640INNER,"16x16x40 ECT-32 Kraft Telescoping Inner Boxes - Adjustable Design, Bundle of 10",https://packrift.github.io/products/t161640inner-16x16x40-ect-32-kraft-telescoping-inner-boxes-adjustable-design-bundle-of-10/,https://packrift.com/products/16x16x40-ect-32-kraft-telescoping-inner-boxes-adjustable-design-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",57.41,5.741,$5+ per unit,200,27.12,lb,2.712,1 to 5 lb per unit,16,16,40,10240,1024,catalog approved,active listing,in stock
T161640OUTER,"16.5x16.5x40"" Telescoping Outer Boxes ECT-32 Kraft - Tall Item Shipping, Bundle of 10",https://packrift.github.io/products/t161640outer-16-5x16-5x40-telescoping-outer-boxes-ect-32-kraft-tall-item-shipping-bundle-of-10/,https://packrift.com/products/16-5x16-5x40-telescoping-outer-boxes-ect-32-kraft-tall-item-shipping-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",61.99,6.199,$5+ per unit,200,28,lb,2.8,1 to 5 lb per unit,16.5,16.5,40,10890,1089,catalog approved,active listing,in stock
T181840INNER,"18x18x40"" Telescoping Inner Box ECT-32 Kraft - Adjustable Height, Bundle of 10",https://packrift.github.io/products/t181840inner-18x18x40-telescoping-inner-box-ect-32-kraft-adjustable-height-bundle-of-10/,https://packrift.com/products/18x18x40-telescoping-inner-box-ect-32-kraft-adjustable-height-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",117.9,11.79,$5+ per unit,300,30.2,lb,3.02,1 to 5 lb per unit,18,18,40,12960,1296,catalog approved,active listing,in stock
T181840OUTER,"18.5x18.5x40"" Telescoping Outer Boxes ECT-32 Kraft - 10 Pack",https://packrift.github.io/products/t181840outer-18-5x18-5x40-telescoping-outer-boxes-ect-32-kraft-10-pack/,https://packrift.com/products/18-5x18-5x40-telescoping-outer-boxes-ect-32-kraft-10-pack,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",118.61,11.861,$5+ per unit,200,32.26,lb,3.226,1 to 5 lb per unit,18.5,18.5,40,13690,1369,catalog approved,active listing,in stock
T202040INNER,"20x20x40 Telescoping Inner Kraft Boxes, ECT-32, Bundle of 10",https://packrift.github.io/products/t202040inner-20x20x40-telescoping-inner-kraft-boxes-ect-32-bundle-of-10/,https://packrift.com/products/20x20x40-telescoping-inner-kraft-boxes-ect-32-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",76.92,7.692,$5+ per unit,200,36.4,lb,3.64,1 to 5 lb per unit,20,20,40,16000,1600,catalog approved,active listing,in stock
T202040OUTER,"20.5x20.5x40"" Telescoping Outer Kraft Boxes ECT-32 - Adjustable Tall Cartons, Bundle of 10",https://packrift.github.io/products/t202040outer-20-5x20-5x40-telescoping-outer-kraft-boxes-ect-32-adjustable-tall-cartons-bundle-of-10/,https://packrift.com/products/20-5x20-5x40-telescoping-outer-kraft-boxes-ect-32-adjustable-tall-cartons-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",84.6,8.46,$5+ per unit,200,37.36,lb,3.736,1 to 5 lb per unit,20.5,20.5,40,16810,1681,catalog approved,active listing,in stock
T30624OUTER,"30.5x6.5x24"" ECT-32 Telescoping Outer Boxes - Adjustable 2-Piece Design, Bundle of 10",https://packrift.github.io/products/t30624outer-30-5x6-5x24-ect-32-telescoping-outer-boxes-adjustable-2-piece-design-bundle-of-10/,https://packrift.com/products/30-5x6-5x24-ect-32-telescoping-outer-boxes-adjustable-2-piece-design-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",46.69,4.669,$1 to $5 per unit,200,17.3,lb,1.73,1 to 5 lb per unit,30.5,6.5,24,4758,475.8,catalog approved,active listing,in stock
T37430INNER,"37x4x30"" ECT-32 Telescoping Inner Boxes - Adjustable Tall Item Packaging, Bundle of 10",https://packrift.github.io/products/t37430inner-37x4x30-ect-32-telescoping-inner-boxes-adjustable-tall-item-packaging-bundle-of-10/,https://packrift.com/products/37x4x30-ect-32-telescoping-inner-boxes-adjustable-tall-item-packaging-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",84.23,8.423,$5+ per unit,200,19.15,lb,1.915,1 to 5 lb per unit,37,4,30,4440,444,catalog approved,active listing,in stock
T37430OUTER,"37.5x4.5x30"" ECT-32 Kraft Telescoping Outer Box - Adjustable Design, Bundle of 10",https://packrift.github.io/products/t37430outer-37-5x4-5x30-ect-32-kraft-telescoping-outer-box-adjustable-design-bundle-of-10/,https://packrift.com/products/37-5x4-5x30-ect-32-kraft-telescoping-outer-box-adjustable-design-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",90.01,9.001,$5+ per unit,200,19.8,lb,1.98,1 to 5 lb per unit,37.5,4.5,30,5062.5,506.25,catalog approved,active listing,in stock
T48638INHD,"48x6x38"" ECT-44 Telescoping Boxes Heavy-Duty Kraft - Bundle of 10",https://packrift.github.io/products/t48638inhd-48x6x38-ect-44-telescoping-boxes-heavy-duty-kraft-bundle-of-10/,https://packrift.com/products/48x6x38-ect-44-telescoping-boxes-heavy-duty-kraft-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",154.93,15.493,$5+ per unit,100,43.2,lb,4.32,1 to 5 lb per unit,48,6,38,10944,1094.4,catalog approved,active listing,in stock
T48638OUTHD,"48x38"" Heavy-Duty ECT-44 Telescoping Outer Box - Adjustable, Bundle of 10",https://packrift.github.io/products/t48638outhd-48x38-heavy-duty-ect-44-telescoping-outer-box-adjustable-bundle-of-10/,https://packrift.com/products/48x38-heavy-duty-ect-44-telescoping-outer-box-adjustable-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",165.54,16.554,$5+ per unit,200,45.62,lb,4.562,1 to 5 lb per unit,48.5,48.5,38,89385.5,8938.55,catalog approved,active listing,in stock
204C,"8x6x4.25"" EPS Foam Insulated Shipping Kit - Temperature Control, Case of 12",https://packrift.github.io/products/204c-8x6x4-25-eps-foam-insulated-shipping-kit-temperature-control-case-of-12/,https://packrift.com/products/8x6x4-25-eps-foam-insulated-shipping-kit-temperature-control-case-of-12,Boxes,Boxes - Corrugated,12,"case packs, 11-50 units",94.76,7.896667,$5+ per unit,500,14.42,lb,1.201667,1 to 5 lb per unit,8,6,4.25,204,17,catalog approved,active listing,in stock
204F,"8x6x4.25"" Polystyrene Foam Insulated Shipper - Case of 12",https://packrift.github.io/products/204f-8x6x4-25-polystyrene-foam-insulated-shipper-case-of-12/,https://packrift.com/products/8x6x4-25-polystyrene-foam-insulated-shipper-case-of-12,Boxes,Boxes - Corrugated,12,"case packs, 11-50 units",108.1,9.008333,$5+ per unit,100,8.62,lb,0.718333,0.25 to 1 lb per unit,8,6,4.25,204,17,catalog approved,active listing,in stock
